LSU_rRNA_eukarya 1-3401 (+1)	=> 8855-11955 (-1)
Protozoa_SRP 199-234 (+1)	=> 17224712-17224747 (+1)
Protozoa_SRP 241-250 (+1)	=> 17224748-17224757 (+1)
Protozoa_SRP 254-259 (+1)	=> 17224761-17224766 (+1)

U6 1-104 (+1)	=> 17264183-17264281 (-1)
Percent identity: 
Cigar string: 5MI4MI59M3I31M
ungapped:
U6 1-5 (+1)	=> 17264277-17264281 (-1)
U6 6-9 (+1)	=> 17264272-17264275 (-1)
U6 10-68 (+1)	=> 17264212-17264270 (-1)
U6 69-99 (+1)	=> 17264178-17264208 (-1)

snoZ122 1-94 (+1)	=> 17923077-17923162 (+1)
Percent identity: 
Cigar string: 19M3I6M6I13MD47M
ungapped:
snoZ122 1-19 (+1)	=> 17923077-17923095 (+1)
snoZ122 20-25 (+1)	=> 17923099-17923104 (+1)
snoZ122 26-38 (+1)	=> 17923111-17923123 (+1)
snoZ122 40-86 (+1)	=> 17923124-17923170 (+1)

snoZ122 1-94 (+1)	=> 17923234-17923321 (+1)
Percent identity: 
Cigar string: 15MI12M6I24MD36M
ungapped:
snoZ122 1-15 (+1)	=> 17923234-17923248 (+1)
snoZ122 16-27 (+1)	=> 17923250-17923261 (+1)
snoZ122 28-51 (+1)	=> 17923268-17923291 (+1)
snoZ122 53-88 (+1)	=> 17923292-17923327 (+1)

snoZ122 1-94 (+1)	=> 17923395-17923482 (+1)
Percent identity: 
Cigar string: 15MI12M6I24MD36M
ungapped:
snoZ122 1-15 (+1)	=> 17923395-17923409 (+1)
snoZ122 16-27 (+1)	=> 17923411-17923422 (+1)
snoZ122 28-51 (+1)	=> 17923429-17923452 (+1)
snoZ122 53-88 (+1)	=> 17923453-17923488 (+1)

snoZ122 1-94 (+1)	=> 17923559-17923643 (+1)
Percent identity: 
Cigar string: 19M3I7M5I24MD8M2I26M
ungapped:
snoZ122 1-19 (+1)	=> 17923559-17923577 (+1)
snoZ122 20-26 (+1)	=> 17923581-17923587 (+1)
snoZ122 27-50 (+1)	=> 17923593-17923616 (+1)
snoZ122 52-59 (+1)	=> 17923617-17923624 (+1)
snoZ122 60-85 (+1)	=> 17923627-17923652 (+1)

snoR114 1-87 (+1)	=> 18846660-18846748 (-1)
Percent identity: 
Cigar string: 31M2D31MI10MD14M
ungapped:
snoR114 1-31 (+1)	=> 18846718-18846748 (-1)
snoR114 34-64 (+1)	=> 18846687-18846717 (-1)
snoR114 65-74 (+1)	=> 18846676-18846685 (-1)
snoR114 76-89 (+1)	=> 18846662-18846675 (-1)

snoR145 1-147 (+1)	=> 18973735-18973879 (+1)
Percent identity: 
Cigar string: 81MD10MD16MI2M3I34M
ungapped:
snoR145 1-81 (+1)	=> 18973735-18973815 (+1)
snoR145 83-92 (+1)	=> 18973816-18973825 (+1)
snoR145 94-109 (+1)	=> 18973826-18973841 (+1)
snoR145 110-111 (+1)	=> 18973843-18973844 (+1)
snoR145 112-145 (+1)	=> 18973848-18973881 (+1)

snoR135 1-143 (+1)	=> 18973915-18974055 (+1)
Percent identity: 
Cigar string: 34M2I107M
ungapped:
snoR135 1-34 (+1)	=> 18973915-18973948 (+1)
snoR135 35-141 (+1)	=> 18973951-18974057 (+1)

snoR135 1-143 (+1)	=> 18974209-18974352 (+1)
Percent identity: 
Cigar string: 11MD23M2I39MD32MD36M
ungapped:
snoR135 1-11 (+1)	=> 18974209-18974219 (+1)
snoR135 13-35 (+1)	=> 18974220-18974242 (+1)
snoR135 36-74 (+1)	=> 18974245-18974283 (+1)
snoR135 76-107 (+1)	=> 18974284-18974315 (+1)
snoR135 109-144 (+1)	=> 18974316-18974351 (+1)

MIR159 1-196 (+1)	=> 18994630-18994856 (-1)
Percent identity: 
Cigar string: 49M8I21D14MD22M3I10MI6M10D29M13D8MI18MI26M
ungapped:
MIR159 1-49 (+1)	=> 18994808-18994856 (-1)
MIR159 71-84 (+1)	=> 18994786-18994799 (-1)
MIR159 86-107 (+1)	=> 18994764-18994785 (-1)
MIR159 108-117 (+1)	=> 18994751-18994760 (-1)
MIR159 118-123 (+1)	=> 18994744-18994749 (-1)
MIR159 134-162 (+1)	=> 18994715-18994743 (-1)
MIR159 176-183 (+1)	=> 18994707-18994714 (-1)
MIR159 184-201 (+1)	=> 18994688-18994705 (-1)
MIR159 202-227 (+1)	=> 18994661-18994686 (-1)

MIR159 1-196 (+1)	=> 18994632-18994858 (+1)
Percent identity: 
Cigar string: 42M4D7M8I15D39MD17M6D29M13D8I8D46M
ungapped:
MIR159 1-42 (+1)	=> 18994632-18994673 (+1)
MIR159 47-53 (+1)	=> 18994674-18994680 (+1)
MIR159 69-107 (+1)	=> 18994689-18994727 (+1)
MIR159 109-125 (+1)	=> 18994728-18994744 (+1)
MIR159 132-160 (+1)	=> 18994745-18994773 (+1)
MIR159 182-227 (+1)	=> 18994782-18994827 (+1)

mir-166 1-126 (+1)	=> 19176121-19176266 (+1)
Percent identity: 
Cigar string: 62M20D64M
ungapped:
mir-166 1-62 (+1)	=> 19176121-19176182 (+1)
mir-166 83-146 (+1)	=> 19176183-19176246 (+1)

MIR408 1-136 (+1)	=> 19319846-19319971 (-1)
Percent identity: 
Cigar string: 42MI9MI3M8I23MID48M
ungapped:
MIR408 1-42 (+1)	=> 19319930-19319971 (-1)
MIR408 43-51 (+1)	=> 19319920-19319928 (-1)
MIR408 52-54 (+1)	=> 19319916-19319918 (-1)
MIR408 55-77 (+1)	=> 19319885-19319907 (-1)
MIR408 79-126 (+1)	=> 19319836-19319883 (-1)

MIR408 1-136 (+1)	=> 19319847-19319972 (+1)
Percent identity: 
Cigar string: 40MI15M8I27MI44M
ungapped:
MIR408 1-40 (+1)	=> 19319847-19319886 (+1)
MIR408 41-55 (+1)	=> 19319888-19319902 (+1)
MIR408 56-82 (+1)	=> 19319911-19319937 (+1)
MIR408 83-126 (+1)	=> 19319939-19319982 (+1)

MIR403 1-115 (+1)	=> 19415065-19415182 (-1)
Percent identity: 
Cigar string: 64M2D36MD15M
ungapped:
MIR403 1-64 (+1)	=> 19415119-19415182 (-1)
MIR403 67-102 (+1)	=> 19415083-19415118 (-1)
MIR403 104-118 (+1)	=> 19415068-19415082 (-1)

MIR403 1-115 (+1)	=> 19415067-19415184 (+1)
Percent identity: 
Cigar string: 13MD51M2D51M
ungapped:
MIR403 1-13 (+1)	=> 19415067-19415079 (+1)
MIR403 15-65 (+1)	=> 19415080-19415130 (+1)
MIR403 68-118 (+1)	=> 19415131-19415181 (+1)

MIR164 1-109 (+1)	=> 19520760-19520857 (-1)
Percent identity: 
Cigar string: 32MI12M9I22MI32M
ungapped:
MIR164 1-32 (+1)	=> 19520826-19520857 (-1)
MIR164 33-44 (+1)	=> 19520813-19520824 (-1)
MIR164 45-66 (+1)	=> 19520782-19520803 (-1)
MIR164 67-98 (+1)	=> 19520749-19520780 (-1)

MIR164 1-109 (+1)	=> 19520760-19520857 (+1)
Percent identity: 
Cigar string: 32MI16M9I18MI32M
ungapped:
MIR164 1-32 (+1)	=> 19520760-19520791 (+1)
MIR164 33-48 (+1)	=> 19520793-19520808 (+1)
MIR164 49-66 (+1)	=> 19520818-19520835 (+1)
MIR164 67-98 (+1)	=> 19520837-19520868 (+1)

mir-166 1-126 (+1)	=> 78927-79037 (+1)
Percent identity: 
Cigar string: 47M15I64M
ungapped:
mir-166 1-47 (+1)	=> 78927-78973 (+1)
mir-166 48-111 (+1)	=> 78989-79052 (+1)

mir-166 1-126 (+1)	=> 78927-79037 (-1)
Percent identity: 
Cigar string: 51M15I60M
ungapped:
mir-166 1-51 (+1)	=> 78987-79037 (-1)
mir-166 52-111 (+1)	=> 78912-78971 (-1)

snoR97 1-106 (+1)	=> 875056-875163 (-1)
Percent identity: 
Cigar string: 7MD22MD11M2D18MD6M3I39M
ungapped:
snoR97 1-7 (+1)	=> 875157-875163 (-1)
snoR97 9-30 (+1)	=> 875135-875156 (-1)
snoR97 32-42 (+1)	=> 875124-875134 (-1)
snoR97 45-62 (+1)	=> 875106-875123 (-1)
snoR97 64-69 (+1)	=> 875100-875105 (-1)
snoR97 70-108 (+1)	=> 875058-875096 (-1)

snoZ278 1-115 (+1)	=> 875224-875340 (-1)
Percent identity: 
Cigar string: 90MD16MD9M
ungapped:
snoZ278 1-90 (+1)	=> 875251-875340 (-1)
snoZ278 92-107 (+1)	=> 875235-875250 (-1)
snoZ278 109-117 (+1)	=> 875226-875234 (-1)

snoZ223 1-94 (+1)	=> 875384-875478 (-1)
Percent identity: 
Cigar string: 75MD19M
ungapped:
snoZ223 1-75 (+1)	=> 875404-875478 (-1)
snoZ223 77-95 (+1)	=> 875385-875403 (-1)

snoU36a 1-90 (+1)	=> 875516-875605 (-1)
Percent identity: 
Cigar string: 90M
ungapped:
snoU36a 1-90 (+1)	=> 875516-875605 (-1)

snoR134 1-149 (+1)	=> 875679-875822 (-1)
Percent identity: 
Cigar string: 8MI26M2D50MI10MD9M6I38M
ungapped:
snoR134 1-8 (+1)	=> 875815-875822 (-1)
snoR134 9-34 (+1)	=> 875788-875813 (-1)
snoR134 37-86 (+1)	=> 875738-875787 (-1)
snoR134 87-96 (+1)	=> 875727-875736 (-1)
snoR134 98-106 (+1)	=> 875718-875726 (-1)
snoR134 107-144 (+1)	=> 875674-875711 (-1)

snoR31_Z110_Z27 1-97 (+1)	=> 937202-937291 (-1)
Percent identity: 
Cigar string: 15MD2M2I9MI27M6I15MD20M
ungapped:
snoR31_Z110_Z27 1-15 (+1)	=> 937277-937291 (-1)
snoR31_Z110_Z27 17-18 (+1)	=> 937275-937276 (-1)
snoR31_Z110_Z27 19-27 (+1)	=> 937264-937272 (-1)
snoR31_Z110_Z27 28-54 (+1)	=> 937236-937262 (-1)
snoR31_Z110_Z27 55-69 (+1)	=> 937215-937229 (-1)
snoR31_Z110_Z27 71-90 (+1)	=> 937195-937214 (-1)

snoR32_R81 1-98 (+1)	=> 937396-937489 (-1)
Percent identity: 
Cigar string: 23M3I13MI58M
ungapped:
snoR32_R81 1-23 (+1)	=> 937467-937489 (-1)
snoR32_R81 24-36 (+1)	=> 937451-937463 (-1)
snoR32_R81 37-94 (+1)	=> 937392-937449 (-1)

snoR134 1-149 (+1)	=> 1008592-1008735 (+1)
Percent identity: 
Cigar string: 8MI26M2D50MI10MD9M6I38M
ungapped:
snoR134 1-8 (+1)	=> 1008592-1008599 (+1)
snoR134 9-34 (+1)	=> 1008601-1008626 (+1)
snoR134 37-86 (+1)	=> 1008627-1008676 (+1)
snoR134 87-96 (+1)	=> 1008678-1008687 (+1)
snoR134 98-106 (+1)	=> 1008688-1008696 (+1)
snoR134 107-144 (+1)	=> 1008703-1008740 (+1)

snoU36a 1-90 (+1)	=> 1008809-1008898 (+1)
Percent identity: 
Cigar string: 90M
ungapped:
snoU36a 1-90 (+1)	=> 1008809-1008898 (+1)

snoZ223 1-94 (+1)	=> 1008935-1009029 (+1)
Percent identity: 
Cigar string: 75MD19M
ungapped:
snoZ223 1-75 (+1)	=> 1008935-1009009 (+1)
snoZ223 77-95 (+1)	=> 1009010-1009028 (+1)

snoZ278 1-115 (+1)	=> 1009073-1009189 (+1)
Percent identity: 
Cigar string: 90MD16MD9M
ungapped:
snoZ278 1-90 (+1)	=> 1009073-1009162 (+1)
snoZ278 92-107 (+1)	=> 1009163-1009178 (+1)
snoZ278 109-117 (+1)	=> 1009179-1009187 (+1)

snoR97 1-106 (+1)	=> 1009249-1009356 (+1)
Percent identity: 
Cigar string: 7MD22MD10MDI2D18MD6M3I39M
ungapped:
snoR97 1-7 (+1)	=> 1009249-1009255 (+1)
snoR97 9-30 (+1)	=> 1009256-1009277 (+1)
snoR97 32-41 (+1)	=> 1009278-1009287 (+1)
snoR97 45-62 (+1)	=> 1009289-1009306 (+1)
snoR97 64-69 (+1)	=> 1009307-1009312 (+1)
snoR97 70-108 (+1)	=> 1009316-1009354 (+1)

U5 1-116 (+1)	=> 1215712-1215828 (-1)
Percent identity: 
Cigar string: 6MI89M4D11M2I7M
ungapped:
U5 1-6 (+1)	=> 1215823-1215828 (-1)
U5 7-95 (+1)	=> 1215733-1215821 (-1)
U5 100-110 (+1)	=> 1215722-1215732 (-1)
U5 111-117 (+1)	=> 1215713-1215719 (-1)

snoR35 1-81 (+1)	=> 2382251-2382331 (-1)
Percent identity: 
Cigar string: 81M
ungapped:
snoR35 1-81 (+1)	=> 2382251-2382331 (-1)

U1 1-166 (+1)	=> 2538077-2538240 (-1)
Percent identity: 
Cigar string: 48MI24M2D31MI7MI24MI28M
ungapped:
U1 1-48 (+1)	=> 2538193-2538240 (-1)
U1 49-72 (+1)	=> 2538168-2538191 (-1)
U1 75-105 (+1)	=> 2538137-2538167 (-1)
U1 106-112 (+1)	=> 2538129-2538135 (-1)
U1 113-136 (+1)	=> 2538104-2538127 (-1)
U1 137-164 (+1)	=> 2538075-2538102 (-1)

U2 1-193 (+1)	=> 3180539-3180734 (-1)
Percent identity: 
Cigar string: 6MD80MI37M2D54MD15M
ungapped:
U2 1-6 (+1)	=> 3180729-3180734 (-1)
U2 8-87 (+1)	=> 3180649-3180728 (-1)
U2 88-124 (+1)	=> 3180611-3180647 (-1)
U2 127-180 (+1)	=> 3180557-3180610 (-1)
U2 182-196 (+1)	=> 3180542-3180556 (-1)

U3 1-218 (+1)	=> 3469624-3469839 (+1)
Percent identity: 
Cigar string: 13MD19M4I7M3DI15MD5M3D51MD6M2I4MI5MI4MI11M2I16M3D13M2I35M
ungapped:
U3 1-13 (+1)	=> 3469624-3469636 (+1)
U3 15-33 (+1)	=> 3469637-3469655 (+1)
U3 34-40 (+1)	=> 3469660-3469666 (+1)
U3 44-58 (+1)	=> 3469668-3469682 (+1)
U3 60-64 (+1)	=> 3469683-3469687 (+1)
U3 68-118 (+1)	=> 3469688-3469738 (+1)
U3 120-125 (+1)	=> 3469739-3469744 (+1)
U3 126-129 (+1)	=> 3469747-3469750 (+1)
U3 130-134 (+1)	=> 3469752-3469756 (+1)
U3 135-138 (+1)	=> 3469758-3469761 (+1)
U3 139-149 (+1)	=> 3469763-3469773 (+1)
U3 150-165 (+1)	=> 3469776-3469791 (+1)
U3 169-181 (+1)	=> 3469792-3469804 (+1)
U3 182-216 (+1)	=> 3469807-3469841 (+1)

Plant_U3 1-221 (+1)	=> 3469624-3469840 (+1)
Percent identity: 
Cigar string: 127MI3MI51MI10MI26M
ungapped:
Plant_U3 1-127 (+1)	=> 3469624-3469750 (+1)
Plant_U3 128-130 (+1)	=> 3469752-3469754 (+1)
Plant_U3 131-181 (+1)	=> 3469756-3469806 (+1)
Plant_U3 182-191 (+1)	=> 3469808-3469817 (+1)
Plant_U3 192-217 (+1)	=> 3469819-3469844 (+1)

Fungi_U3 1-276 (+1)	=> 3469628-3469839 (+1)
Percent identity: 
Cigar string: 6M4I22MI21MD3MD15M2D18M2I35M3I3M4I5M20I54D22M4I21D20MI15M
ungapped:
Fungi_U3 1-6 (+1)	=> 3469628-3469633 (+1)
Fungi_U3 7-28 (+1)	=> 3469638-3469659 (+1)
Fungi_U3 29-49 (+1)	=> 3469661-3469681 (+1)
Fungi_U3 51-53 (+1)	=> 3469682-3469684 (+1)
Fungi_U3 55-69 (+1)	=> 3469685-3469699 (+1)
Fungi_U3 72-89 (+1)	=> 3469700-3469717 (+1)
Fungi_U3 90-124 (+1)	=> 3469720-3469754 (+1)
Fungi_U3 125-127 (+1)	=> 3469758-3469760 (+1)
Fungi_U3 128-132 (+1)	=> 3469765-3469769 (+1)
Fungi_U3 187-208 (+1)	=> 3469790-3469811 (+1)
Fungi_U3 230-249 (+1)	=> 3469816-3469835 (+1)
Fungi_U3 250-264 (+1)	=> 3469837-3469851 (+1)

enod40 1-269 (+1)	=> 3545244-3545408 (-1)
Percent identity: 
Cigar string: 12M25I18M2D12M3D45M3I7M7I92D5M2D42M2D8M
ungapped:
enod40 1-12 (+1)	=> 3545397-3545408 (-1)
enod40 13-30 (+1)	=> 3545354-3545371 (-1)
enod40 33-44 (+1)	=> 3545342-3545353 (-1)
enod40 48-92 (+1)	=> 3545297-3545341 (-1)
enod40 93-99 (+1)	=> 3545287-3545293 (-1)
enod40 192-196 (+1)	=> 3545275-3545279 (-1)
enod40 199-240 (+1)	=> 3545233-3545274 (-1)
enod40 243-250 (+1)	=> 3545225-3545232 (-1)

MIR171_1 1-101 (+1)	=> 3961358-3961459 (-1)
Percent identity: 
Cigar string: 48MD53M
ungapped:
MIR171_1 1-48 (+1)	=> 3961412-3961459 (-1)
MIR171_1 50-102 (+1)	=> 3961359-3961411 (-1)

MIR171_1 1-101 (+1)	=> 3961360-3961461 (+1)
Percent identity: 
Cigar string: 48MD53M
ungapped:
MIR171_1 1-48 (+1)	=> 3961360-3961407 (+1)
MIR171_1 50-102 (+1)	=> 3961408-3961460 (+1)

U4 1-140 (+1)	=> 4006871-4007021 (-1)
Percent identity: 
Cigar string: 10MD71MI6MD14MD32M9D6M
ungapped:
U4 1-10 (+1)	=> 4007012-4007021 (-1)
U4 12-82 (+1)	=> 4006941-4007011 (-1)
U4 83-88 (+1)	=> 4006934-4006939 (-1)
U4 90-103 (+1)	=> 4006920-4006933 (-1)
U4 105-136 (+1)	=> 4006888-4006919 (-1)
U4 146-151 (+1)	=> 4006882-4006887 (-1)

U1 1-166 (+1)	=> 4007238-4007399 (-1)
Percent identity: 
Cigar string: 48MI15MI11MD28MI7MI24MI28M
ungapped:
U1 1-48 (+1)	=> 4007352-4007399 (-1)
U1 49-63 (+1)	=> 4007336-4007350 (-1)
U1 64-74 (+1)	=> 4007324-4007334 (-1)
U1 76-103 (+1)	=> 4007296-4007323 (-1)
U1 104-110 (+1)	=> 4007288-4007294 (-1)
U1 111-134 (+1)	=> 4007263-4007286 (-1)
U1 135-162 (+1)	=> 4007234-4007261 (-1)

snoR111 1-128 (+1)	=> 4058287-4058416 (+1)
Percent identity: 
Cigar string: 16MI30M3D81M
ungapped:
snoR111 1-16 (+1)	=> 4058287-4058302 (+1)
snoR111 17-46 (+1)	=> 4058304-4058333 (+1)
snoR111 50-130 (+1)	=> 4058334-4058414 (+1)

MIR405 1-122 (+1)	=> 4093431-4093558 (+1)
Percent identity: 
Cigar string: 29M2D71M4D22M
ungapped:
MIR405 1-29 (+1)	=> 4093431-4093459 (+1)
MIR405 32-102 (+1)	=> 4093460-4093530 (+1)
MIR405 107-128 (+1)	=> 4093531-4093552 (+1)

MIR405 1-122 (+1)	=> 4093439-4093565 (-1)
Percent identity: 
Cigar string: 29M5D93M
ungapped:
MIR405 1-29 (+1)	=> 4093537-4093565 (-1)
MIR405 35-127 (+1)	=> 4093444-4093536 (-1)

U2 1-193 (+1)	=> 4842277-4842472 (+1)
Percent identity: 
Cigar string: 6MD80MI37M2D54MD15M
ungapped:
U2 1-6 (+1)	=> 4842277-4842282 (+1)
U2 8-87 (+1)	=> 4842283-4842362 (+1)
U2 88-124 (+1)	=> 4842364-4842400 (+1)
U2 127-180 (+1)	=> 4842401-4842454 (+1)
U2 182-196 (+1)	=> 4842455-4842469 (+1)

RNase_MRP 1-266 (+1)	=> 4842644-4842942 (+1)
Percent identity: 
Cigar string: 21M3I4MI7M14I28D4M3I3MD13MD8M2D4MI2D10MI4MI26M3D10M44D4MD26MD4M9D6M3ID26M2I3M3I37M
ungapped:
RNase_MRP 1-21 (+1)	=> 4842644-4842664 (+1)
RNase_MRP 22-25 (+1)	=> 4842668-4842671 (+1)
RNase_MRP 26-32 (+1)	=> 4842673-4842679 (+1)
RNase_MRP 61-64 (+1)	=> 4842694-4842697 (+1)
RNase_MRP 65-67 (+1)	=> 4842701-4842703 (+1)
RNase_MRP 69-81 (+1)	=> 4842704-4842716 (+1)
RNase_MRP 83-90 (+1)	=> 4842717-4842724 (+1)
RNase_MRP 93-96 (+1)	=> 4842725-4842728 (+1)
RNase_MRP 99-108 (+1)	=> 4842730-4842739 (+1)
RNase_MRP 109-112 (+1)	=> 4842741-4842744 (+1)
RNase_MRP 113-138 (+1)	=> 4842746-4842771 (+1)
RNase_MRP 142-151 (+1)	=> 4842772-4842781 (+1)
RNase_MRP 196-199 (+1)	=> 4842782-4842785 (+1)
RNase_MRP 201-226 (+1)	=> 4842786-4842811 (+1)
RNase_MRP 228-231 (+1)	=> 4842812-4842815 (+1)
RNase_MRP 241-246 (+1)	=> 4842816-4842821 (+1)
RNase_MRP 248-273 (+1)	=> 4842825-4842850 (+1)
RNase_MRP 274-276 (+1)	=> 4842853-4842855 (+1)
RNase_MRP 277-313 (+1)	=> 4842859-4842895 (+1)

Metazoa_SRP 1-301 (+1)	=> 5297875-5298178 (-1)
Percent identity: 
Cigar string: 30MI4M4I6M2D16M4I35M2D75MI23M4I2D61M5D18M3D4M2I3MD12M
ungapped:
Metazoa_SRP 1-30 (+1)	=> 5298149-5298178 (-1)
Metazoa_SRP 31-34 (+1)	=> 5298144-5298147 (-1)
Metazoa_SRP 35-40 (+1)	=> 5298134-5298139 (-1)
Metazoa_SRP 43-58 (+1)	=> 5298118-5298133 (-1)
Metazoa_SRP 59-93 (+1)	=> 5298079-5298113 (-1)
Metazoa_SRP 96-170 (+1)	=> 5298004-5298078 (-1)
Metazoa_SRP 171-193 (+1)	=> 5297980-5298002 (-1)
Metazoa_SRP 196-256 (+1)	=> 5297915-5297975 (-1)
Metazoa_SRP 262-279 (+1)	=> 5297897-5297914 (-1)
Metazoa_SRP 283-286 (+1)	=> 5297893-5297896 (-1)
Metazoa_SRP 287-289 (+1)	=> 5297888-5297890 (-1)
Metazoa_SRP 291-302 (+1)	=> 5297876-5297887 (-1)

Plant_SRP 1-305 (+1)	=> 5297876-5298178 (-1)
Percent identity: 
Cigar string: 66MI20MI37MI153MD26M
ungapped:
Plant_SRP 1-66 (+1)	=> 5298113-5298178 (-1)
Plant_SRP 67-86 (+1)	=> 5298092-5298111 (-1)
Plant_SRP 87-123 (+1)	=> 5298054-5298090 (-1)
Plant_SRP 124-276 (+1)	=> 5297900-5298052 (-1)
Plant_SRP 278-303 (+1)	=> 5297874-5297899 (-1)

Protozoa_SRP 1-241 (+1)	=> 5297907-5298162 (-1)
Percent identity: 
Cigar string: 15MD8M3D13M4I10MDI7M6D13M2I2D68MI31M2D13MD36M7DM7I2D5M5D6M
ungapped:
Protozoa_SRP 1-15 (+1)	=> 5298148-5298162 (-1)
Protozoa_SRP 17-24 (+1)	=> 5298140-5298147 (-1)
Protozoa_SRP 28-40 (+1)	=> 5298127-5298139 (-1)
Protozoa_SRP 41-50 (+1)	=> 5298113-5298122 (-1)
Protozoa_SRP 52-58 (+1)	=> 5298105-5298111 (-1)
Protozoa_SRP 65-77 (+1)	=> 5298092-5298104 (-1)
Protozoa_SRP 80-147 (+1)	=> 5298022-5298089 (-1)
Protozoa_SRP 148-178 (+1)	=> 5297990-5298020 (-1)
Protozoa_SRP 181-193 (+1)	=> 5297977-5297989 (-1)
Protozoa_SRP 195-230 (+1)	=> 5297941-5297976 (-1)
Protozoa_SRP 238-238 (+1)	=> 5297940-5297940 (-1)
Protozoa_SRP 241-245 (+1)	=> 5297928-5297932 (-1)
Protozoa_SRP 251-256 (+1)	=> 5297922-5297927 (-1)

U2 1-193 (+1)	=> 5758388-5758582 (+1)
Percent identity: 
Cigar string: 6MD80MI37M2D69M
ungapped:
U2 1-6 (+1)	=> 5758388-5758393 (+1)
U2 8-87 (+1)	=> 5758394-5758473 (+1)
U2 88-124 (+1)	=> 5758475-5758511 (+1)
U2 127-195 (+1)	=> 5758512-5758580 (+1)

MIR405 1-122 (+1)	=> 5965503-5965628 (+1)
Percent identity: 
Cigar string: 29M2D71M2D22M
ungapped:
MIR405 1-29 (+1)	=> 5965503-5965531 (+1)
MIR405 32-102 (+1)	=> 5965532-5965602 (+1)
MIR405 105-126 (+1)	=> 5965603-5965624 (+1)

MIR405 1-122 (+1)	=> 5965511-5965632 (-1)
Percent identity: 
Cigar string: 122M
ungapped:
MIR405 1-122 (+1)	=> 5965511-5965632 (-1)

MIR159 1-196 (+1)	=> 6220636-6220843 (-1)
Percent identity: 
Cigar string: 42M6D7MD22MD30M4D95M
ungapped:
MIR159 1-42 (+1)	=> 6220802-6220843 (-1)
MIR159 49-55 (+1)	=> 6220795-6220801 (-1)
MIR159 57-78 (+1)	=> 6220773-6220794 (-1)
MIR159 80-109 (+1)	=> 6220743-6220772 (-1)
MIR159 114-208 (+1)	=> 6220648-6220742 (-1)

MIR159 1-196 (+1)	=> 6220638-6220845 (+1)
Percent identity: 
Cigar string: 45MI3MD52M5D7M5I5D28MD9M6D46M
ungapped:
MIR159 1-45 (+1)	=> 6220638-6220682 (+1)
MIR159 46-48 (+1)	=> 6220684-6220686 (+1)
MIR159 50-101 (+1)	=> 6220687-6220738 (+1)
MIR159 107-113 (+1)	=> 6220739-6220745 (+1)
MIR159 119-146 (+1)	=> 6220751-6220778 (+1)
MIR159 148-156 (+1)	=> 6220779-6220787 (+1)
MIR159 163-208 (+1)	=> 6220788-6220833 (+1)

MIR405 1-122 (+1)	=> 6455859-6455980 (+1)
Percent identity: 
Cigar string: 122M
ungapped:
MIR405 1-122 (+1)	=> 6455859-6455980 (+1)

MIR405 1-122 (+1)	=> 6455862-6455988 (-1)
Percent identity: 
Cigar string: 29M2D71M2D16MD6M
ungapped:
MIR405 1-29 (+1)	=> 6455960-6455988 (-1)
MIR405 32-102 (+1)	=> 6455889-6455959 (-1)
MIR405 105-120 (+1)	=> 6455873-6455888 (-1)
MIR405 122-127 (+1)	=> 6455867-6455872 (-1)

snoR122 1-74 (+1)	=> 6465796-6465869 (-1)
Percent identity: 
Cigar string: 74M
ungapped:
snoR122 1-74 (+1)	=> 6465796-6465869 (-1)

snoR44_J54 1-97 (+1)	=> 6465929-6466012 (-1)
Percent identity: 
Cigar string: 14MI30M12I40M
ungapped:
snoR44_J54 1-14 (+1)	=> 6465999-6466012 (-1)
snoR44_J54 15-44 (+1)	=> 6465968-6465997 (-1)
snoR44_J54 45-84 (+1)	=> 6465916-6465955 (-1)

snoR44_J54 1-97 (+1)	=> 6466092-6466188 (-1)
Percent identity: 
Cigar string: 14MI40MD42M
ungapped:
snoR44_J54 1-14 (+1)	=> 6466175-6466188 (-1)
snoR44_J54 15-54 (+1)	=> 6466134-6466173 (-1)
snoR44_J54 56-97 (+1)	=> 6466092-6466133 (-1)

snoZ267 1-73 (+1)	=> 6466300-6466375 (-1)
Percent identity: 
Cigar string: 41M3D32M
ungapped:
snoZ267 1-41 (+1)	=> 6466335-6466375 (-1)
snoZ267 45-76 (+1)	=> 6466303-6466334 (-1)

snoR125 1-200 (+1)	=> 6586708-6586905 (-1)
Percent identity: 
Cigar string: M2I95MD16M2I39MD46M
ungapped:
snoR125 1-1 (+1)	=> 6586905-6586905 (-1)
snoR125 2-96 (+1)	=> 6586808-6586902 (-1)
snoR125 98-113 (+1)	=> 6586792-6586807 (-1)
snoR125 114-152 (+1)	=> 6586751-6586789 (-1)
snoR125 154-199 (+1)	=> 6586705-6586750 (-1)

MIR169_5 1-129 (+1)	=> 6695445-6695582 (+1)
Percent identity: 
Cigar string: 15MI23MD2M3D19M7D3M2ID22MD26MI15M
ungapped:
MIR169_5 1-15 (+1)	=> 6695445-6695459 (+1)
MIR169_5 16-38 (+1)	=> 6695461-6695483 (+1)
MIR169_5 40-41 (+1)	=> 6695484-6695485 (+1)
MIR169_5 45-63 (+1)	=> 6695486-6695504 (+1)
MIR169_5 71-73 (+1)	=> 6695505-6695507 (+1)
MIR169_5 75-96 (+1)	=> 6695510-6695531 (+1)
MIR169_5 98-123 (+1)	=> 6695532-6695557 (+1)
